customer_id,tenant_id,customer_name,age,gender,city,annual_income,tenure_months,engagement_score,risk_score,segment
T2_C8,T2,Customer 8,58,F,CityA,139696,61,18.41,97.64,Wealth Creator
T2_C9,T2,Customer 9,30,M,CityB,95876,66,20.61,60.98,Young Digital User
T2_C10,T2,Customer 10,28,M,CityA,131559,1,78.87,99.64,Working Professional
T2_C11,T2,Customer 11,55,F,CityA,109566,50,20.2,54.55,Working Professional
T2_C12,T2,Customer 12,55,Other,CityC,40726,72,97.74,11.24,Retirement Planner
T2_C13,T2,Customer 13,29,Other,CityA,59673,15,94.8,32.96,Working Professional
T2_C14,T2,Customer 14,59,M,CityA,56174,55,78.43,16.19,Working Professional
T2_C15,T2,Customer 15,28,F,CityB,149417,98,30.02,40.5,Young Digital User
T2_C16,T2,Customer 16,28,F,CityB,145962,19,50.35,43.04,Young Digital User
T2_C17,T2,Customer 17,42,M,CityC,129492,113,61.7,5.55,Working Professional
T2_C18,T2,Customer 18,34,Other,CityB,37209,103,31.4,83.15,Retirement Planner
T2_C19,T2,Customer 19,61,Other,CityA,123614,30,39.54,59.08,Working Professional
T2_C20,T2,Customer 20,53,M,CityA,37954,116,45.66,47.61,Wealth Creator
T2_C21,T2,Customer 21,35,F,CityC,89335,58,21.54,37.27,Family Builder
T2_C22,T2,Customer 22,61,M,CityB,81009,103,93.11,90.77,Young Digital User
T2_C23,T2,Customer 23,43,Other,CityC,148988,110,73.76,1.42,Family Builder
T2_C24,T2,Customer 24,38,M,CityA,43170,46,34.74,58.06,Young Digital User
T2_C25,T2,Customer 25,28,M,CityC,71722,11,99.16,42.61,Young Digital User
T2_C26,T2,Customer 26,22,Other,CityC,51997,7,80.98,45.35,Retirement Planner
T2_C27,T2,Customer 27,65,F,CityB,94311,104,65.41,20.88,Working Professional
T2_C28,T2,Customer 28,65,Other,CityB,124559,92,69.16,7.56,Family Builder
T2_C29,T2,Customer 29,62,M,CityC,85473,118,25.95,46.41,Young Digital User
T2_C30,T2,Customer 30,23,M,CityB,92345,110,10.4,90.77,Wealth Creator
T2_C31,T2,Customer 31,34,F,CityB,33544,93,54.33,2.21,Young Digital User
T2_C32,T2,Customer 32,65,M,CityA,66901,48,76.06,1.06,Family Builder
T2_C33,T2,Customer 33,21,F,CityA,139058,35,21.51,70.85,Working Professional
T2_C34,T2,Customer 34,46,M,CityB,142159,68,53.89,64.17,Young Digital User
T2_C35,T2,Customer 35,54,Other,CityB,123590,2,69.04,6.71,Family Builder
T2_C36,T2,Customer 36,54,Other,CityC,115886,49,56.32,78.59,Wealth Creator
T2_C37,T2,Customer 37,59,F,CityA,134440,66,40.41,86.57,Retirement Planner
T2_C38,T2,Customer 38,62,Other,CityC,84114,75,8.57,48.73,Young Digital User
T2_C39,T2,Customer 39,34,F,CityB,134017,73,21.99,76.67,Working Professional
T2_C40,T2,Customer 40,42,M,CityA,34798,8,76.94,77.4,Young Digital User
T2_C41,T2,Customer 41,25,F,CityC,142744,2,68.71,89.95,Wealth Creator
T2_C42,T2,Customer 42,59,M,CityB,32171,59,0.19,22.07,Young Digital User
T2_C43,T2,Customer 43,57,Other,CityA,35095,21,89.3,40.73,Working Professional
T2_C44,T2,Customer 44,59,M,CityA,57828,90,56.43,91.6,Family Builder
T2_C45,T2,Customer 45,19,Other,CityB,101556,26,77.26,78.23,Young Digital User
T2_C46,T2,Customer 46,44,M,CityA,54335,44,65.87,12.97,Working Professional
T2_C47,T2,Customer 47,43,Other,CityB,101357,69,67.11,49.4,Young Digital User
T2_C48,T2,Customer 48,29,F,CityC,34594,73,30.55,98.28,Young Digital User
T2_C49,T2,Customer 49,45,M,CityC,139652,7,19.36,85.23,Working Professional
T2_C50,T2,Customer 50,28,M,CityA,43490,7,9.79,0.7,Retirement Planner
T2_C51,T2,Customer 51,35,Other,CityB,143594,87,84.33,20.21,Working Professional
T2_C52,T2,Customer 52,62,Other,CityB,101939,97,96.76,14.91,Working Professional
T2_C53,T2,Customer 53,24,F,CityA,56157,94,99.65,99.5,Working Professional
T2_C54,T2,Customer 54,64,Other,CityC,128272,54,74.51,37.29,Wealth Creator
T2_C55,T2,Customer 55,39,M,CityC,132872,4,33.14,77.14,Retirement Planner
T2_C56,T2,Customer 56,54,Other,CityA,100863,33,49.31,34.54,Young Digital User
T2_C57,T2,Customer 57,31,Other,CityB,34894,111,67.25,48.31,Retirement Planner
T2_C58,T2,Customer 58,40,Other,CityB,77157,86,64.7,42.64,Wealth Creator
T2_C59,T2,Customer 59,31,Other,CityB,51063,2,54.6,37.23,Family Builder
T2_C60,T2,Customer 60,48,F,CityC,142286,13,21.23,32.91,Young Digital User
T2_C61,T2,Customer 61,69,Other,CityC,80925,73,45.12,17.27,Retirement Planner
T2_C62,T2,Customer 62,68,Other,CityB,100458,96,18.46,58.93,Young Digital User
T2_C63,T2,Customer 63,37,M,CityC,60120,111,65.19,64.28,Retirement Planner
T2_C64,T2,Customer 64,69,F,CityC,87656,90,23.46,15.84,Working Professional
T2_C65,T2,Customer 65,50,Other,CityA,40208,33,48.98,75.47,Wealth Creator
T2_C66,T2,Customer 66,45,M,CityA,120014,99,49.2,97.77,Young Digital User
T2_C67,T2,Customer 67,70,M,CityB,46034,101,15.19,16.92,Young Digital User
T2_C68,T2,Customer 68,61,F,CityA,49107,100,61.6,2.83,Working Professional
T2_C69,T2,Customer 69,49,M,CityC,112929,109,95.46,46.99,Young Digital User
T2_C70,T2,Customer 70,67,Other,CityA,36938,73,41.07,44.09,Retirement Planner
T2_C71,T2,Customer 71,18,F,CityB,112341,57,41.97,30.98,Working Professional
T2_C72,T2,Customer 72,46,M,CityB,72219,103,35.48,93.37,Working Professional
T2_C73,T2,Customer 73,37,F,CityC,126868,108,35.82,35.33,Young Digital User
T2_C74,T2,Customer 74,37,F,CityB,122606,32,20.68,20.18,Family Builder
T2_C75,T2,Customer 75,23,M,CityA,149729,37,61.66,96.58,Family Builder
T2_C76,T2,Customer 76,64,Other,CityC,63456,68,52.87,91.21,Young Digital User
T2_C77,T2,Customer 77,40,Other,CityC,127246,69,36.64,87.78,Family Builder
T2_C78,T2,Customer 78,56,F,CityA,138767,45,40.37,77.35,Family Builder
T2_C79,T2,Customer 79,54,Other,CityB,75591,4,44.94,61.65,Family Builder
T2_C80,T2,Customer 80,47,F,CityC,72605,42,11.66,12.81,Wealth Creator
T2_C81,T2,Customer 81,24,F,CityC,65487,59,76.87,37.89,Wealth Creator
T2_C82,T2,Customer 82,65,Other,CityB,91292,118,58.41,72.89,Young Digital User
T2_C83,T2,Customer 83,34,M,CityA,148216,84,54.96,69.4,Working Professional
T2_C84,T2,Customer 84,36,M,CityB,67910,85,22.89,56.81,Retirement Planner
T2_C85,T2,Customer 85,35,M,CityA,113427,15,64.71,49.63,Family Builder
T2_C86,T2,Customer 86,29,F,CityA,53827,100,9.16,57.44,Family Builder
T2_C87,T2,Customer 87,53,Other,CityA,62805,62,33.31,9.45,Family Builder
T2_C88,T2,Customer 88,33,Other,CityB,89203,114,92.46,6.73,Working Professional
T2_C89,T2,Customer 89,53,Other,CityA,86844,62,95.26,16.82,Family Builder
T2_C90,T2,Customer 90,45,F,CityA,108967,26,38.61,83.48,Working Professional
T2_C91,T2,Customer 91,58,M,CityB,67252,29,34.65,80.43,Family Builder
T2_C92,T2,Customer 92,55,M,CityA,97323,85,45.47,82.59,Young Digital User
T2_C93,T2,Customer 93,59,F,CityB,85628,23,89.99,33.04,Wealth Creator
T2_C94,T2,Customer 94,46,M,CityC,74797,83,40.39,5.68,Young Digital User
T2_C95,T2,Customer 95,26,F,CityA,120801,54,14.64,64.85,Wealth Creator
T2_C96,T2,Customer 96,18,F,CityB,52608,96,81.08,78.26,Retirement Planner
T2_C97,T2,Customer 97,55,F,CityA,94749,57,36.86,42.67,Young Digital User
T2_C98,T2,Customer 98,45,F,CityC,99204,20,38.98,30.13,Young Digital User
T2_C99,T2,Customer 99,69,F,CityC,32811,53,87.07,97.02,Family Builder
T2_C100,T2,Customer 100,28,F,CityA,49449,118,39.72,43.2,Wealth Creator
T2_C101,T2,Customer 101,38,Other,CityC,51512,32,88.59,17.88,Working Professional
T2_C102,T2,Customer 102,54,F,CityB,73870,16,66.51,50.29,Young Digital User
T2_C103,T2,Customer 103,64,M,CityC,52280,11,59.84,2.32,Retirement Planner
T2_C104,T2,Customer 104,55,Other,CityA,63755,95,74.65,91.2,Working Professional
T2_C105,T2,Customer 105,30,Other,CityA,93419,110,59.69,44.81,Retirement Planner
T2_C106,T2,Customer 106,33,Other,CityA,75959,108,97.12,38.42,Working Professional
T2_C107,T2,Customer 107,44,M,CityC,57243,82,84.52,71.06,Young Digital User
T2_C108,T2,Customer 108,27,M,CityC,64493,64,50.01,11.61,Retirement Planner
T2_C109,T2,Customer 109,25,F,CityC,87094,83,75.64,39.3,Retirement Planner
T2_C110,T2,Customer 110,20,M,CityC,114417,6,10.32,83.48,Retirement Planner
T2_C111,T2,Customer 111,62,Other,CityA,39811,93,0.35,47.38,Retirement Planner
T2_C112,T2,Customer 112,25,F,CityA,119917,35,28.53,81.48,Young Digital User
T2_C113,T2,Customer 113,43,Other,CityB,32566,71,80.63,36.6,Family Builder
T2_C114,T2,Customer 114,60,M,CityC,108241,71,84.41,72.19,Working Professional
T2_C115,T2,Customer 115,26,M,CityB,77898,33,88.62,63.23,Family Builder
T2_C116,T2,Customer 116,47,F,CityA,126629,17,98.82,38.23,Family Builder
T2_C117,T2,Customer 117,27,F,CityC,134669,51,22.18,43.22,Wealth Creator
T2_C118,T2,Customer 118,48,Other,CityA,128915,71,8.9,13.05,Young Digital User
T2_C119,T2,Customer 119,56,Other,CityA,143500,101,94.01,92.98,Working Professional
T2_C120,T2,Customer 120,58,Other,CityC,124240,94,4.08,36.4,Retirement Planner
T2_C121,T2,Customer 121,51,F,CityC,61741,82,2.29,76.02,Family Builder
T2_C122,T2,Customer 122,66,Other,CityB,130558,85,53.86,75.56,Retirement Planner
T2_C123,T2,Customer 123,24,F,CityC,94562,75,70.88,13.37,Working Professional
T2_C124,T2,Customer 124,39,F,CityA,38024,62,47.1,35.83,Family Builder
T2_C125,T2,Customer 125,33,Other,CityA,86826,60,52.83,76.02,Wealth Creator
T2_C126,T2,Customer 126,35,F,CityA,134228,92,98.86,74.09,Family Builder
T2_C127,T2,Customer 127,56,M,CityB,72066,53,29.52,46.51,Working Professional
T2_C128,T2,Customer 128,43,F,CityA,75236,66,70.55,29.11,Wealth Creator
T2_C129,T2,Customer 129,19,F,CityB,84239,78,41.22,63.78,Working Professional
T2_C130,T2,Customer 130,65,F,CityA,74887,46,43.07,39.17,Working Professional
T2_C131,T2,Customer 131,19,Other,CityA,106548,22,84.72,39.54,Family Builder
T2_C132,T2,Customer 132,60,F,CityC,90206,77,10.62,1.57,Young Digital User
T2_C133,T2,Customer 133,50,Other,CityA,82990,49,62.87,82.51,Young Digital User
T2_C134,T2,Customer 134,62,F,CityA,73906,13,19.55,77.66,Young Digital User
T2_C135,T2,Customer 135,56,Other,CityB,62039,79,51.38,71.17,Family Builder
T2_C136,T2,Customer 136,42,F,CityB,51304,21,0.01,68.86,Family Builder
T2_C137,T2,Customer 137,34,F,CityC,137964,82,22.83,58.76,Working Professional
T2_C138,T2,Customer 138,57,F,CityB,144591,58,18.12,81.26,Family Builder
T2_C139,T2,Customer 139,39,Other,CityB,142211,56,48.76,56.72,Wealth Creator
T2_C140,T2,Customer 140,62,F,CityB,86594,78,12.62,76.24,Family Builder
T2_C141,T2,Customer 141,25,Other,CityA,63134,78,55.39,29.31,Young Digital User
T2_C142,T2,Customer 142,60,F,CityC,145063,54,97.98,34.53,Wealth Creator
T2_C143,T2,Customer 143,45,Other,CityA,100044,8,87.01,48.0,Working Professional
T2_C144,T2,Customer 144,26,Other,CityB,84707,48,44.11,51.23,Family Builder
T2_C145,T2,Customer 145,55,Other,CityB,117384,120,62.9,37.21,Young Digital User
T2_C146,T2,Customer 146,35,F,CityA,84732,96,12.81,36.49,Working Professional
T2_C147,T2,Customer 147,48,M,CityC,148335,50,8.05,14.08,Family Builder
T2_C148,T2,Customer 148,67,F,CityB,106502,11,98.57,20.88,Working Professional
T2_C149,T2,Customer 149,58,F,CityA,136805,92,71.95,51.39,Young Digital User
T2_C150,T2,Customer 150,62,Other,CityB,92125,8,79.92,78.14,Working Professional
T2_C151,T2,Customer 151,43,Other,CityC,48226,16,36.55,40.58,Young Digital User
T2_C152,T2,Customer 152,36,Other,CityA,81811,79,2.04,42.68,Family Builder
T2_C153,T2,Customer 153,23,M,CityB,143211,80,12.51,95.34,Wealth Creator
T2_C154,T2,Customer 154,43,M,CityB,48635,110,37.52,44.2,Family Builder
T2_C155,T2,Customer 155,40,F,CityA,66279,82,87.49,63.32,Family Builder
T2_C156,T2,Customer 156,45,F,CityB,57119,102,8.42,59.51,Young Digital User
T2_C157,T2,Customer 157,27,M,CityB,69838,111,21.07,42.99,Family Builder
T2_C158,T2,Customer 158,25,F,CityB,35966,87,9.22,61.85,Working Professional
T2_C159,T2,Customer 159,32,M,CityB,50248,117,29.36,91.28,Working Professional
T2_C160,T2,Customer 160,28,M,CityA,125785,50,61.21,97.13,Working Professional
T2_C161,T2,Customer 161,56,F,CityB,117995,114,31.99,36.38,Young Digital User
T2_C162,T2,Customer 162,49,Other,CityA,140550,40,41.56,3.26,Wealth Creator
T2_C163,T2,Customer 163,29,M,CityB,54420,60,45.49,78.98,Working Professional
T2_C164,T2,Customer 164,43,Other,CityC,135903,30,22.0,85.7,Young Digital User
T2_C165,T2,Customer 165,48,M,CityC,70449,61,27.33,57.53,Wealth Creator
T2_C166,T2,Customer 166,52,M,CityB,40399,116,79.91,92.95,Wealth Creator
T2_C167,T2,Customer 167,18,M,CityA,62794,113,82.68,5.51,Young Digital User
T2_C168,T2,Customer 168,61,F,CityB,129381,42,45.63,22.52,Retirement Planner
T2_C169,T2,Customer 169,56,Other,CityB,46752,86,48.11,12.41,Retirement Planner
T2_C170,T2,Customer 170,52,M,CityA,66749,3,61.08,91.23,Working Professional
T2_C171,T2,Customer 171,40,Other,CityB,119839,17,63.08,76.88,Wealth Creator
T2_C172,T2,Customer 172,64,Other,CityC,98272,70,49.92,0.91,Family Builder
T2_C173,T2,Customer 173,18,M,CityB,78369,106,59.93,86.47,Family Builder
T2_C174,T2,Customer 174,35,F,CityC,67420,117,30.27,17.03,Family Builder
T2_C175,T2,Customer 175,38,F,CityA,90925,99,39.54,55.16,Young Digital User
T2_C176,T2,Customer 176,60,F,CityA,40578,68,57.63,23.96,Wealth Creator
T2_C177,T2,Customer 177,23,Other,CityA,50492,48,23.12,85.39,Young Digital User
T2_C178,T2,Customer 178,36,F,CityA,138519,58,97.41,83.0,Working Professional
T2_C179,T2,Customer 179,41,Other,CityA,34803,2,47.36,75.0,Wealth Creator
T2_C180,T2,Customer 180,34,M,CityC,96231,100,56.69,36.48,Retirement Planner
T2_C181,T2,Customer 181,33,M,CityA,48156,79,98.72,85.6,Working Professional
T2_C182,T2,Customer 182,34,M,CityB,77169,1,0.89,79.94,Wealth Creator
T2_C183,T2,Customer 183,41,F,CityC,115657,42,51.73,36.36,Wealth Creator
T2_C184,T2,Customer 184,31,M,CityC,120886,81,48.79,68.25,Wealth Creator
T2_C185,T2,Customer 185,35,M,CityC,64668,106,82.17,75.44,Wealth Creator
T2_C186,T2,Customer 186,60,F,CityB,46945,96,25.07,12.38,Retirement Planner
T2_C187,T2,Customer 187,70,M,CityA,134214,16,24.3,14.35,Wealth Creator
T2_C188,T2,Customer 188,68,Other,CityC,39349,30,14.92,62.13,Retirement Planner
T2_C189,T2,Customer 189,62,F,CityB,66303,96,10.98,32.7,Young Digital User
T2_C190,T2,Customer 190,40,M,CityC,125803,91,47.47,3.53,Working Professional
T2_C191,T2,Customer 191,22,Other,CityC,96221,117,93.92,4.57,Wealth Creator
T2_C192,T2,Customer 192,68,F,CityB,84294,65,96.9,42.41,Retirement Planner
T2_C193,T2,Customer 193,33,Other,CityA,31563,102,79.87,21.22,Young Digital User
T2_C194,T2,Customer 194,20,Other,CityA,146712,20,46.3,15.83,Wealth Creator
T2_C195,T2,Customer 195,25,M,CityA,64112,65,27.73,62.83,Family Builder
T2_C196,T2,Customer 196,35,M,CityB,98731,25,0.07,73.31,Retirement Planner
T2_C197,T2,Customer 197,19,F,CityA,57061,81,19.56,19.67,Retirement Planner
T2_C198,T2,Customer 198,42,M,CityC,88495,10,60.26,13.2,Working Professional
T2_C199,T2,Customer 199,67,Other,CityA,74818,25,43.85,28.94,Wealth Creator
T2_C200,T2,Customer 200,50,Other,CityC,121814,82,65.11,78.95,Young Digital User
T2_C201,T2,Customer 201,40,M,CityA,110397,67,54.06,32.83,Working Professional
T2_C202,T2,Customer 202,61,M,CityC,135783,92,90.68,13.78,Working Professional
T2_C203,T2,Customer 203,54,F,CityA,125028,105,14.56,88.39,Retirement Planner
T2_C204,T2,Customer 204,54,F,CityC,129402,83,45.17,84.82,Wealth Creator
T2_C205,T2,Customer 205,19,F,CityA,53104,46,82.62,39.2,Working Professional
T2_C206,T2,Customer 206,27,F,CityA,142540,101,45.49,67.62,Family Builder
T2_C207,T2,Customer 207,35,Other,CityC,40088,49,1.11,62.15,Retirement Planner
T2_C208,T2,Customer 208,35,M,CityB,69881,103,94.16,56.9,Family Builder
T2_C209,T2,Customer 209,38,F,CityC,57476,74,44.78,82.97,Young Digital User
T2_C210,T2,Customer 210,65,M,CityC,41789,96,92.83,75.28,Young Digital User
T2_C211,T2,Customer 211,59,F,CityC,131723,33,49.09,86.83,Family Builder
T2_C212,T2,Customer 212,26,M,CityB,34239,5,23.16,5.47,Working Professional
T2_C213,T2,Customer 213,67,F,CityC,149769,59,73.63,38.53,Young Digital User
T2_C214,T2,Customer 214,19,M,CityC,149048,52,58.53,85.35,Retirement Planner
T2_C215,T2,Customer 215,46,F,CityA,42259,14,35.17,12.93,Young Digital User
T2_C216,T2,Customer 216,20,Other,CityC,130013,51,89.84,24.77,Working Professional
T2_C217,T2,Customer 217,52,F,CityC,53509,30,19.79,63.17,Young Digital User
T2_C218,T2,Customer 218,60,F,CityC,91280,46,69.26,56.22,Retirement Planner
T2_C219,T2,Customer 219,68,M,CityC,116352,51,74.61,31.05,Young Digital User
T2_C220,T2,Customer 220,25,M,CityA,91543,87,24.15,98.48,Working Professional
T2_C221,T2,Customer 221,32,Other,CityB,129955,103,20.28,47.18,Retirement Planner
T2_C222,T2,Customer 222,59,F,CityB,103494,26,73.47,91.03,Young Digital User
T2_C223,T2,Customer 223,28,F,CityA,64654,97,30.23,76.3,Young Digital User
T2_C224,T2,Customer 224,27,M,CityB,135094,2,63.14,30.34,Young Digital User
T2_C225,T2,Customer 225,23,F,CityA,79684,75,11.71,1.98,Young Digital User
T2_C226,T2,Customer 226,53,Other,CityA,103656,15,85.36,94.35,Young Digital User
T2_C227,T2,Customer 227,70,Other,CityC,76128,100,19.95,29.9,Family Builder
T2_C228,T2,Customer 228,42,Other,CityA,68804,43,39.1,2.11,Retirement Planner
T2_C229,T2,Customer 229,23,F,CityA,50801,23,22.01,75.44,Retirement Planner
T2_C230,T2,Customer 230,34,Other,CityB,56342,107,37.06,74.57,Young Digital User
T2_C231,T2,Customer 231,39,M,CityB,93760,47,7.2,29.52,Wealth Creator
T2_C232,T2,Customer 232,46,M,CityB,134244,62,12.63,9.97,Young Digital User
T2_C233,T2,Customer 233,69,M,CityC,138133,44,98.1,80.14,Retirement Planner
T2_C234,T2,Customer 234,33,M,CityA,50629,110,84.11,65.44,Wealth Creator
T2_C235,T2,Customer 235,38,F,CityC,59633,45,66.97,93.38,Wealth Creator
T2_C236,T2,Customer 236,58,M,CityC,80608,113,66.33,91.51,Retirement Planner
T2_C237,T2,Customer 237,33,M,CityB,44886,36,73.18,18.23,Family Builder
T2_C238,T2,Customer 238,48,Other,CityC,95038,33,59.12,42.37,Young Digital User
T2_C239,T2,Customer 239,45,F,CityC,135846,120,29.72,93.92,Wealth Creator
T2_C240,T2,Customer 240,68,M,CityC,145891,105,33.56,30.31,Wealth Creator
T2_C241,T2,Customer 241,20,Other,CityC,148311,23,91.53,34.91,Family Builder
T2_C242,T2,Customer 242,57,Other,CityB,59249,39,99.73,66.36,Retirement Planner
T2_C243,T2,Customer 243,19,F,CityC,51331,108,92.38,26.63,Working Professional
T2_C244,T2,Customer 244,44,F,CityC,104444,86,62.16,63.52,Retirement Planner
T2_C245,T2,Customer 245,36,F,CityB,88581,61,24.99,79.47,Wealth Creator
T2_C246,T2,Customer 246,45,F,CityC,73166,4,9.89,5.75,Wealth Creator
T2_C247,T2,Customer 247,32,Other,CityA,60123,103,84.75,79.56,Young Digital User
T2_C248,T2,Customer 248,39,M,CityC,125108,24,3.02,95.72,Young Digital User
T2_C249,T2,Customer 249,46,F,CityC,87167,100,58.51,42.18,Working Professional
T2_C250,T2,Customer 250,33,M,CityC,97095,40,95.46,32.39,Retirement Planner
T2_C251,T2,Customer 251,20,M,CityC,107024,104,11.13,83.99,Family Builder
T2_C252,T2,Customer 252,29,Other,CityA,44345,58,9.55,51.8,Working Professional
T2_C253,T2,Customer 253,37,Other,CityA,123551,17,60.44,69.89,Retirement Planner
T2_C254,T2,Customer 254,64,F,CityC,81208,71,7.35,79.1,Young Digital User
T2_C255,T2,Customer 255,69,Other,CityC,81592,120,6.67,68.37,Retirement Planner
T2_C256,T2,Customer 256,70,F,CityB,121410,101,27.21,93.2,Wealth Creator
T2_C257,T2,Customer 257,41,F,CityC,45139,114,27.3,56.03,Working Professional
T2_C258,T2,Customer 258,18,M,CityB,134141,71,82.88,33.83,Family Builder
T2_C259,T2,Customer 259,67,Other,CityA,43505,21,54.85,29.88,Young Digital User
T2_C260,T2,Customer 260,65,Other,CityC,37398,12,29.76,77.52,Young Digital User
T2_C261,T2,Customer 261,53,Other,CityB,69877,75,30.57,89.63,Retirement Planner
T2_C262,T2,Customer 262,30,Other,CityC,58176,70,51.04,56.15,Retirement Planner
T2_C263,T2,Customer 263,66,Other,CityB,43439,18,59.18,14.8,Working Professional
T2_C264,T2,Customer 264,26,M,CityB,78421,36,58.32,79.2,Wealth Creator
T2_C265,T2,Customer 265,42,Other,CityC,47904,29,75.09,74.9,Wealth Creator
T2_C266,T2,Customer 266,24,Other,CityB,97061,61,51.43,78.46,Family Builder
T2_C267,T2,Customer 267,47,M,CityA,81233,100,82.51,97.61,Wealth Creator
T2_C268,T2,Customer 268,70,M,CityB,34578,70,34.47,65.0,Retirement Planner
T2_C269,T2,Customer 269,26,M,CityA,66915,34,17.31,25.29,Retirement Planner
T2_C270,T2,Customer 270,60,M,CityC,124198,74,19.33,40.92,Young Digital User
T2_C271,T2,Customer 271,38,F,CityB,76683,82,60.2,11.71,Family Builder
T2_C272,T2,Customer 272,25,Other,CityA,86894,28,49.88,91.87,Wealth Creator
T2_C273,T2,Customer 273,34,M,CityC,81794,111,29.53,87.52,Family Builder
T2_C274,T2,Customer 274,32,Other,CityA,92641,120,1.48,71.2,Wealth Creator
T2_C275,T2,Customer 275,41,Other,CityC,75850,37,2.52,4.55,Young Digital User
T2_C276,T2,Customer 276,20,M,CityC,43035,83,18.3,67.79,Wealth Creator
T2_C277,T2,Customer 277,47,Other,CityB,138456,101,57.06,60.85,Wealth Creator
T2_C278,T2,Customer 278,65,Other,CityB,36467,40,81.21,47.93,Wealth Creator
T2_C279,T2,Customer 279,43,F,CityB,104082,32,98.78,10.69,Wealth Creator
T2_C280,T2,Customer 280,70,F,CityB,89486,4,74.75,61.37,Retirement Planner
T2_C281,T2,Customer 281,18,Other,CityA,32932,54,75.53,92.56,Family Builder
T2_C282,T2,Customer 282,63,M,CityA,72701,91,78.4,57.06,Young Digital User
T2_C283,T2,Customer 283,56,Other,CityB,86499,64,66.78,34.49,Wealth Creator
T2_C284,T2,Customer 284,50,F,CityA,45935,2,55.49,20.12,Wealth Creator
T2_C285,T2,Customer 285,65,M,CityB,72154,21,73.91,5.94,Retirement Planner
T2_C286,T2,Customer 286,26,F,CityA,124188,22,39.55,74.0,Family Builder
T2_C287,T2,Customer 287,56,Other,CityC,93177,97,78.13,24.95,Wealth Creator
T2_C288,T2,Customer 288,69,Other,CityA,37860,30,90.33,28.74,Young Digital User
T2_C289,T2,Customer 289,25,Other,CityB,41403,49,71.47,78.1,Retirement Planner
T2_C290,T2,Customer 290,61,M,CityB,51268,19,47.62,94.64,Young Digital User
T2_C291,T2,Customer 291,56,M,CityC,143799,116,97.4,2.29,Young Digital User
T2_C292,T2,Customer 292,22,M,CityC,59533,80,97.19,93.18,Working Professional
T2_C293,T2,Customer 293,45,M,CityC,58105,5,76.14,41.63,Working Professional
T2_C294,T2,Customer 294,28,F,CityA,53205,79,84.11,26.94,Working Professional
T2_C295,T2,Customer 295,35,M,CityA,126271,111,37.0,37.24,Wealth Creator
T2_C296,T2,Customer 296,45,F,CityC,61882,29,77.0,34.99,Working Professional
T2_C297,T2,Customer 297,31,F,CityA,34642,7,76.11,14.22,Retirement Planner
T2_C298,T2,Customer 298,23,Other,CityA,127673,70,99.6,91.05,Wealth Creator
T2_C299,T2,Customer 299,26,F,CityC,144921,8,5.01,35.83,Working Professional
T2_C300,T2,Customer 300,63,F,CityB,63834,13,30.33,97.56,Wealth Creator
T2_C301,T2,Customer 301,45,M,CityB,101466,8,50.38,56.53,Working Professional
T2_C302,T2,Customer 302,25,M,CityC,80019,75,43.64,84.4,Working Professional
T2_C303,T2,Customer 303,49,M,CityA,148088,47,39.57,25.37,Working Professional
T2_C304,T2,Customer 304,23,Other,CityB,148211,27,74.63,7.72,Working Professional
T2_C305,T2,Customer 305,65,M,CityB,115176,50,64.61,10.77,Working Professional
T2_C306,T2,Customer 306,65,Other,CityC,122046,24,85.14,6.57,Wealth Creator
T2_C307,T2,Customer 307,59,Other,CityB,128561,51,32.75,24.74,Retirement Planner
T2_C308,T2,Customer 308,58,Other,CityB,37704,68,9.29,43.66,Wealth Creator
T2_C309,T2,Customer 309,55,Other,CityB,118943,95,36.3,21.24,Family Builder
T2_C310,T2,Customer 310,32,Other,CityC,30993,8,26.77,88.98,Retirement Planner
T2_C311,T2,Customer 311,27,M,CityC,65918,89,83.62,49.0,Working Professional
T2_C312,T2,Customer 312,50,Other,CityC,149692,10,54.71,90.13,Family Builder
T2_C313,T2,Customer 313,52,F,CityC,61824,108,46.69,29.24,Retirement Planner
T2_C314,T2,Customer 314,39,F,CityC,83667,91,62.16,79.47,Retirement Planner
T2_C315,T2,Customer 315,55,F,CityA,149247,103,48.29,99.05,Working Professional
T2_C316,T2,Customer 316,40,M,CityA,90893,23,35.54,58.18,Young Digital User
T2_C317,T2,Customer 317,68,Other,CityC,85248,22,43.58,20.37,Wealth Creator
T2_C318,T2,Customer 318,22,M,CityA,112958,34,88.18,63.52,Family Builder
T2_C319,T2,Customer 319,37,F,CityA,51147,53,99.23,47.64,Family Builder
T2_C320,T2,Customer 320,47,F,CityA,87660,57,48.46,2.19,Young Digital User
T2_C321,T2,Customer 321,26,Other,CityB,126299,59,27.36,13.52,Working Professional
T2_C322,T2,Customer 322,51,Other,CityA,57965,63,9.64,32.45,Wealth Creator
T2_C323,T2,Customer 323,28,F,CityC,85368,98,40.64,95.23,Retirement Planner
T2_C324,T2,Customer 324,64,M,CityC,116297,81,39.67,49.58,Family Builder
T2_C325,T2,Customer 325,65,F,CityC,137100,106,9.81,28.71,Wealth Creator
T2_C326,T2,Customer 326,65,F,CityB,138656,119,0.53,10.57,Retirement Planner
T2_C327,T2,Customer 327,43,M,CityA,92196,39,63.16,6.56,Working Professional
T2_C328,T2,Customer 328,21,Other,CityB,147438,116,44.73,15.88,Wealth Creator
T2_C329,T2,Customer 329,32,F,CityA,129033,109,27.45,74.34,Young Digital User
