customer_id,tenant_id,product_id,ownership_date,usage_score
T2_C865,T2,T2_P4,2021-10-21,70.97
T2_C865,T2,T2_P279,2022-02-10,93.08
T2_C865,T2,T2_P77,2020-12-02,20.68
T2_C865,T2,T2_P5,2021-05-31,99.57
T2_C865,T2,T2_P183,2021-04-23,72.07
T2_C866,T2,T2_P257,2022-03-29,2.01
T2_C866,T2,T2_P133,2020-06-17,37.73
T2_C866,T2,T2_P132,2022-09-25,60.54
T2_C867,T2,T2_P72,2021-01-16,46.44
T2_C867,T2,T2_P174,2022-02-24,49.13
T2_C867,T2,T2_P167,2022-05-27,10.98
T2_C867,T2,T2_P35,2021-02-20,24.41
T2_C867,T2,T2_P211,2022-08-01,30.29
T2_C867,T2,T2_P146,2020-01-29,46.52
T2_C867,T2,T2_P76,2020-05-13,89.41
T2_C867,T2,T2_P256,2020-06-07,91.26
T2_C867,T2,T2_P188,2020-01-21,5.43
T2_C867,T2,T2_P123,2022-05-31,54.46
T2_C867,T2,T2_P40,2021-05-07,57.95
T2_C868,T2,T2_P30,2020-03-22,4.84
T2_C868,T2,T2_P163,2022-07-30,2.42
T2_C868,T2,T2_P87,2022-05-05,93.73
T2_C868,T2,T2_P187,2020-05-06,30.7
T2_C868,T2,T2_P102,2020-03-27,74.37
T2_C868,T2,T2_P12,2020-03-17,23.56
T2_C868,T2,T2_P154,2022-02-02,85.22
T2_C868,T2,T2_P82,2021-10-08,1.7
T2_C868,T2,T2_P188,2022-06-10,0.18
T2_C868,T2,T2_P135,2020-12-12,32.52
T2_C869,T2,T2_P201,2020-01-17,31.2
T2_C869,T2,T2_P219,2021-10-04,15.97
T2_C869,T2,T2_P122,2021-03-21,98.16
T2_C869,T2,T2_P9,2021-05-19,65.77
T2_C869,T2,T2_P211,2020-02-18,10.73
T2_C869,T2,T2_P114,2020-10-20,51.32
T2_C869,T2,T2_P288,2020-10-06,51.29
T2_C869,T2,T2_P188,2022-08-10,47.52
T2_C869,T2,T2_P218,2022-06-05,5.48
T2_C870,T2,T2_P77,2021-05-05,12.16
T2_C870,T2,T2_P95,2021-06-24,32.23
T2_C870,T2,T2_P215,2020-04-24,79.77
T2_C870,T2,T2_P167,2021-06-27,15.04
T2_C871,T2,T2_P39,2020-12-23,70.99
T2_C871,T2,T2_P18,2020-05-22,53.75
T2_C871,T2,T2_P32,2021-01-10,64.45
T2_C871,T2,T2_P178,2020-08-20,3.71
T2_C871,T2,T2_P11,2020-12-04,23.42
T2_C871,T2,T2_P134,2020-07-01,83.47
T2_C871,T2,T2_P16,2021-10-13,49.63
T2_C871,T2,T2_P2,2020-12-14,72.82
T2_C871,T2,T2_P256,2021-08-01,14.92
T2_C871,T2,T2_P45,2021-01-31,63.43
T2_C871,T2,T2_P123,2020-06-08,25.56
T2_C871,T2,T2_P77,2021-05-17,53.67
T2_C871,T2,T2_P109,2021-08-03,4.63
T2_C872,T2,T2_P41,2021-10-16,85.03
T2_C872,T2,T2_P32,2022-08-11,59.82
T2_C872,T2,T2_P87,2021-09-16,73.42
T2_C872,T2,T2_P89,2020-02-07,18.31
T2_C872,T2,T2_P110,2021-10-25,97.48
T2_C872,T2,T2_P102,2021-06-07,51.34
T2_C872,T2,T2_P169,2021-07-20,6.37
T2_C872,T2,T2_P256,2022-08-17,84.08
T2_C872,T2,T2_P147,2022-05-21,94.87
T2_C872,T2,T2_P293,2021-11-28,14.44
T2_C873,T2,T2_P18,2022-02-22,20.09
T2_C873,T2,T2_P32,2020-12-04,72.69
T2_C873,T2,T2_P178,2021-10-18,10.58
T2_C873,T2,T2_P11,2021-08-28,47.84
T2_C873,T2,T2_P16,2020-07-17,9.21
T2_C873,T2,T2_P256,2022-01-05,21.86
T2_C873,T2,T2_P45,2021-08-13,82.35
T2_C873,T2,T2_P123,2020-12-17,47.47
T2_C873,T2,T2_P77,2021-10-05,68.1
T2_C874,T2,T2_P188,2022-06-27,74.49
T2_C874,T2,T2_P201,2021-10-15,30.7
T2_C874,T2,T2_P219,2020-03-08,1.26
T2_C874,T2,T2_P288,2020-09-06,66.39
T2_C875,T2,T2_P215,2020-08-16,65.29
T2_C875,T2,T2_P139,2022-02-13,81.88
T2_C875,T2,T2_P187,2022-02-05,4.1
T2_C875,T2,T2_P95,2020-12-27,60.31
T2_C875,T2,T2_P133,2021-12-23,13.97
T2_C875,T2,T2_P235,2021-08-18,58.92
T2_C876,T2,T2_P257,2020-01-31,90.37
T2_C876,T2,T2_P172,2021-02-16,14.92
T2_C876,T2,T2_P138,2021-07-18,52.63
T2_C876,T2,T2_P213,2021-01-07,89.87
T2_C876,T2,T2_P11,2020-02-27,3.25
T2_C876,T2,T2_P51,2021-09-23,92.68
T2_C876,T2,T2_P265,2021-10-06,61.58
T2_C876,T2,T2_P84,2020-05-04,71.86
T2_C876,T2,T2_P274,2020-10-10,89.55
T2_C876,T2,T2_P259,2021-06-25,95.14
T2_C876,T2,T2_P74,2021-01-05,2.11
T2_C876,T2,T2_P220,2021-03-19,54.5
T2_C876,T2,T2_P123,2021-11-14,40.99
T2_C876,T2,T2_P77,2021-11-15,62.22
T2_C876,T2,T2_P85,2022-08-07,58.51
T2_C877,T2,T2_P215,2020-06-01,9.28
T2_C877,T2,T2_P139,2022-08-18,47.07
T2_C877,T2,T2_P187,2021-02-14,93.92
T2_C877,T2,T2_P160,2020-07-20,10.52
T2_C877,T2,T2_P277,2022-06-04,73.92
T2_C877,T2,T2_P95,2022-07-01,73.62
T2_C877,T2,T2_P297,2020-01-17,16.25
T2_C877,T2,T2_P133,2020-03-26,97.44
T2_C877,T2,T2_P235,2022-03-24,19.6
T2_C877,T2,T2_P191,2022-05-17,18.04
T2_C877,T2,T2_P254,2021-12-29,56.07
T2_C878,T2,T2_P257,2021-06-23,75.75
T2_C878,T2,T2_P222,2022-06-15,5.36
T2_C878,T2,T2_P213,2021-06-10,51.67
T2_C878,T2,T2_P132,2021-02-13,30.21
T2_C878,T2,T2_P148,2022-04-30,79.61
T2_C878,T2,T2_P189,2021-04-15,92.78
T2_C878,T2,T2_P133,2021-01-19,52.62
T2_C878,T2,T2_P300,2020-08-19,25.61
T2_C878,T2,T2_P278,2020-03-11,80.13
T2_C878,T2,T2_P62,2022-09-19,66.22
T2_C878,T2,T2_P165,2020-09-08,16.54
T2_C879,T2,T2_P30,2020-03-01,74.14
T2_C879,T2,T2_P163,2020-04-09,65.91
T2_C879,T2,T2_P87,2020-04-26,12.95
T2_C879,T2,T2_P187,2021-02-04,45.88
T2_C879,T2,T2_P102,2021-12-14,7.63
T2_C879,T2,T2_P154,2021-10-08,72.33
T2_C879,T2,T2_P82,2021-02-09,30.26
T2_C879,T2,T2_P188,2021-12-26,53.3
T2_C879,T2,T2_P135,2020-10-06,79.91
T2_C880,T2,T2_P30,2020-02-29,24.75
T2_C880,T2,T2_P187,2021-07-11,47.81
T2_C880,T2,T2_P154,2020-09-21,2.96
T2_C880,T2,T2_P82,2020-11-22,4.87
T2_C880,T2,T2_P188,2022-06-11,9.92
T2_C880,T2,T2_P135,2020-05-23,46.82
T2_C881,T2,T2_P32,2022-01-19,41.46
T2_C881,T2,T2_P89,2022-07-23,79.23
T2_C881,T2,T2_P169,2020-07-29,74.47
T2_C881,T2,T2_P147,2022-09-10,38.75
T2_C881,T2,T2_P293,2021-02-18,31.67
T2_C882,T2,T2_P18,2020-10-30,41.58
T2_C882,T2,T2_P32,2021-08-22,69.41
T2_C882,T2,T2_P178,2022-07-08,56.53
T2_C882,T2,T2_P11,2022-03-09,42.73
T2_C882,T2,T2_P16,2020-09-16,90.63
T2_C882,T2,T2_P256,2020-10-26,7.93
T2_C882,T2,T2_P45,2020-01-15,53.64
T2_C882,T2,T2_P123,2022-01-09,88.31
T2_C882,T2,T2_P77,2020-07-11,60.09
T2_C883,T2,T2_P72,2021-06-04,8.74
T2_C883,T2,T2_P174,2020-07-18,37.36
T2_C883,T2,T2_P167,2020-11-17,5.04
T2_C883,T2,T2_P35,2021-04-27,59.99
T2_C883,T2,T2_P211,2022-02-10,99.96
T2_C883,T2,T2_P146,2021-01-16,28.57
T2_C883,T2,T2_P76,2021-08-03,22.21
T2_C883,T2,T2_P256,2021-10-08,5.83
T2_C883,T2,T2_P8,2021-10-19,95.02
T2_C883,T2,T2_P188,2020-05-11,87.81
T2_C883,T2,T2_P123,2021-01-06,2.27
T2_C883,T2,T2_P40,2020-07-27,2.96
T2_C884,T2,T2_P201,2022-01-24,8.07
T2_C884,T2,T2_P219,2020-06-18,72.01
T2_C884,T2,T2_P211,2021-01-21,88.37
T2_C884,T2,T2_P114,2022-04-22,6.96
T2_C884,T2,T2_P288,2021-12-11,80.85
T2_C884,T2,T2_P188,2022-02-20,51.08
T2_C884,T2,T2_P218,2021-02-19,48.31
T2_C885,T2,T2_P257,2020-01-04,57.49
T2_C885,T2,T2_P133,2021-02-14,0.8
T2_C885,T2,T2_P132,2020-11-09,58.62
T2_C886,T2,T2_P174,2020-03-13,60.66
T2_C886,T2,T2_P198,2020-11-27,5.69
T2_C886,T2,T2_P258,2021-10-21,38.9
T2_C886,T2,T2_P114,2021-09-09,42.17
T2_C886,T2,T2_P123,2021-10-05,83.25
T2_C886,T2,T2_P231,2021-09-03,33.31
T2_C886,T2,T2_P88,2020-10-02,54.45
T2_C886,T2,T2_P218,2021-06-24,79.68
T2_C887,T2,T2_P68,2020-07-17,91.65
T2_C887,T2,T2_P221,2022-03-17,95.42
T2_C887,T2,T2_P117,2022-03-08,59.44
T2_C887,T2,T2_P215,2021-06-29,30.09
T2_C887,T2,T2_P139,2022-08-31,53.23
T2_C887,T2,T2_P167,2021-03-02,69.46
T2_C887,T2,T2_P184,2020-12-12,75.47
T2_C887,T2,T2_P95,2022-04-11,7.41
T2_C887,T2,T2_P4,2020-03-18,1.0
T2_C887,T2,T2_P279,2022-07-24,17.53
T2_C887,T2,T2_P180,2022-02-09,31.62
T2_C887,T2,T2_P77,2022-06-21,65.32
T2_C887,T2,T2_P5,2020-01-11,12.67
T2_C887,T2,T2_P183,2020-12-04,47.59
T2_C888,T2,T2_P215,2021-06-23,69.58
T2_C888,T2,T2_P139,2020-08-04,40.95
T2_C888,T2,T2_P187,2021-05-25,26.74
T2_C888,T2,T2_P160,2022-01-15,47.35
T2_C888,T2,T2_P277,2021-06-26,99.21
T2_C888,T2,T2_P95,2020-10-19,12.12
T2_C888,T2,T2_P297,2020-03-01,42.13
T2_C888,T2,T2_P133,2020-11-25,99.25
T2_C888,T2,T2_P235,2021-09-20,39.58
T2_C888,T2,T2_P191,2021-04-16,35.87
T2_C888,T2,T2_P254,2021-01-29,13.84
T2_C889,T2,T2_P30,2020-01-30,20.37
T2_C889,T2,T2_P163,2020-06-16,90.51
T2_C889,T2,T2_P46,2020-11-02,11.47
T2_C889,T2,T2_P87,2020-05-27,51.75
T2_C889,T2,T2_P13,2021-03-09,82.59
T2_C889,T2,T2_P187,2020-04-19,84.33
T2_C889,T2,T2_P102,2020-07-24,33.38
T2_C889,T2,T2_P223,2021-05-06,13.06
T2_C889,T2,T2_P12,2021-03-21,3.21
T2_C889,T2,T2_P127,2021-12-03,94.28
T2_C889,T2,T2_P154,2021-02-12,0.81
T2_C889,T2,T2_P82,2021-12-30,6.33
T2_C889,T2,T2_P188,2021-01-17,83.71
T2_C889,T2,T2_P135,2021-07-29,48.34
T2_C890,T2,T2_P32,2020-07-17,31.04
T2_C890,T2,T2_P178,2021-04-21,83.39
T2_C890,T2,T2_P11,2020-10-29,75.94
T2_C890,T2,T2_P16,2021-09-20,12.2
T2_C890,T2,T2_P77,2021-03-30,69.88
T2_C891,T2,T2_P257,2022-03-23,23.94
T2_C891,T2,T2_P138,2022-05-12,15.79
T2_C891,T2,T2_P11,2022-03-28,64.43
T2_C891,T2,T2_P259,2022-03-26,34.49
T2_C891,T2,T2_P123,2021-11-06,83.32
T2_C891,T2,T2_P77,2020-02-23,74.73
T2_C892,T2,T2_P95,2020-12-08,98.62
T2_C892,T2,T2_P133,2021-11-21,81.96
T2_C892,T2,T2_P215,2022-08-14,12.04
T2_C893,T2,T2_P188,2021-09-27,7.74
T2_C893,T2,T2_P201,2020-10-15,40.16
T2_C893,T2,T2_P288,2020-10-19,69.5
T2_C894,T2,T2_P68,2020-10-26,18.94
T2_C894,T2,T2_P221,2021-05-25,11.91
T2_C894,T2,T2_P117,2020-08-14,32.43
T2_C894,T2,T2_P215,2020-01-04,10.0
T2_C894,T2,T2_P139,2022-03-14,97.45
T2_C894,T2,T2_P167,2021-01-03,17.62
T2_C894,T2,T2_P184,2021-04-08,45.08
T2_C894,T2,T2_P95,2021-09-06,31.51
T2_C894,T2,T2_P4,2021-07-30,78.86
T2_C894,T2,T2_P279,2022-08-09,81.73
T2_C894,T2,T2_P77,2020-08-29,25.24
T2_C894,T2,T2_P5,2020-04-01,47.52
T2_C894,T2,T2_P183,2021-06-19,27.11
T2_C895,T2,T2_P41,2020-12-14,97.64
T2_C895,T2,T2_P224,2022-01-29,12.84
T2_C895,T2,T2_P174,2020-11-22,67.79
T2_C895,T2,T2_P75,2022-07-07,79.37
T2_C895,T2,T2_P198,2020-03-10,44.83
T2_C895,T2,T2_P258,2021-12-25,83.79
T2_C895,T2,T2_P114,2021-07-19,12.45
T2_C895,T2,T2_P123,2021-03-07,43.6
T2_C895,T2,T2_P235,2022-07-18,58.86
T2_C895,T2,T2_P238,2020-01-31,92.26
T2_C895,T2,T2_P231,2020-07-24,30.05
T2_C895,T2,T2_P157,2021-10-11,33.37
T2_C895,T2,T2_P88,2022-04-15,81.22
T2_C895,T2,T2_P218,2022-05-18,88.1
T2_C895,T2,T2_P27,2021-05-26,49.13
T2_C896,T2,T2_P32,2022-03-31,1.34
T2_C896,T2,T2_P178,2020-08-31,15.62
T2_C896,T2,T2_P11,2022-06-17,26.45
T2_C896,T2,T2_P16,2021-07-15,31.4
T2_C896,T2,T2_P77,2020-09-01,98.81
T2_C897,T2,T2_P30,2020-02-18,24.4
T2_C897,T2,T2_P163,2021-04-09,79.34
T2_C897,T2,T2_P46,2022-07-16,23.08
T2_C897,T2,T2_P87,2022-07-07,15.87
T2_C897,T2,T2_P13,2020-05-12,2.0
T2_C897,T2,T2_P187,2020-02-29,62.98
T2_C897,T2,T2_P236,2022-04-24,38.46
T2_C897,T2,T2_P102,2022-07-04,70.03
T2_C897,T2,T2_P223,2020-11-03,88.03
T2_C897,T2,T2_P12,2020-11-05,1.16
T2_C897,T2,T2_P127,2021-10-31,2.98
T2_C897,T2,T2_P154,2021-06-16,31.53
T2_C897,T2,T2_P82,2022-02-25,17.82
T2_C897,T2,T2_P188,2020-09-01,96.83
T2_C897,T2,T2_P135,2020-02-02,17.55
T2_C898,T2,T2_P41,2020-01-02,36.75
T2_C898,T2,T2_P174,2021-02-21,88.92
T2_C898,T2,T2_P75,2021-06-09,33.68
T2_C898,T2,T2_P198,2020-01-10,90.81
T2_C898,T2,T2_P258,2021-05-09,99.59
T2_C898,T2,T2_P114,2021-12-24,2.77
T2_C898,T2,T2_P123,2022-09-21,52.35
T2_C898,T2,T2_P235,2020-10-19,42.14
T2_C898,T2,T2_P238,2021-02-11,62.04
T2_C898,T2,T2_P231,2020-12-28,0.34
T2_C898,T2,T2_P88,2021-11-01,52.59
T2_C898,T2,T2_P218,2022-03-29,4.47
T2_C898,T2,T2_P27,2021-07-01,64.34
T2_C899,T2,T2_P32,2020-07-22,96.44
T2_C899,T2,T2_P87,2021-09-25,88.02
T2_C899,T2,T2_P89,2022-03-05,20.31
T2_C899,T2,T2_P110,2021-09-27,86.26
T2_C899,T2,T2_P102,2020-02-24,87.33
T2_C899,T2,T2_P169,2021-12-13,67.97
T2_C899,T2,T2_P256,2021-11-16,6.16
T2_C899,T2,T2_P147,2020-02-16,67.27
T2_C899,T2,T2_P293,2020-11-01,22.64
T2_C900,T2,T2_P257,2020-01-09,65.77
T2_C900,T2,T2_P138,2020-08-01,66.29
T2_C900,T2,T2_P11,2020-07-18,55.66
T2_C900,T2,T2_P265,2021-10-21,84.29
T2_C900,T2,T2_P84,2021-06-30,93.51
T2_C900,T2,T2_P259,2020-11-27,36.68
T2_C900,T2,T2_P123,2021-03-29,95.26
T2_C900,T2,T2_P77,2021-10-28,74.77
T2_C901,T2,T2_P201,2020-07-02,49.17
T2_C901,T2,T2_P219,2021-07-02,49.37
T2_C901,T2,T2_P122,2021-10-03,97.0
T2_C901,T2,T2_P9,2020-08-24,49.32
T2_C901,T2,T2_P211,2020-03-13,97.19
T2_C901,T2,T2_P114,2020-02-09,26.87
T2_C901,T2,T2_P288,2020-09-01,21.57
T2_C901,T2,T2_P45,2022-05-30,55.57
T2_C901,T2,T2_P188,2022-02-16,52.82
T2_C901,T2,T2_P218,2021-08-14,46.7
T2_C902,T2,T2_P215,2022-01-25,49.16
T2_C902,T2,T2_P139,2022-04-10,90.42
T2_C902,T2,T2_P187,2021-01-06,74.51
T2_C902,T2,T2_P95,2022-06-03,63.6
T2_C902,T2,T2_P133,2020-05-13,31.38
T2_C903,T2,T2_P72,2022-07-28,0.08
T2_C903,T2,T2_P174,2021-02-11,89.78
T2_C903,T2,T2_P167,2020-07-31,37.27
T2_C903,T2,T2_P35,2022-02-03,47.37
T2_C903,T2,T2_P211,2020-05-08,16.27
T2_C903,T2,T2_P146,2021-03-10,71.42
T2_C903,T2,T2_P188,2021-10-11,51.82
T2_C903,T2,T2_P40,2020-03-17,48.99
T2_C904,T2,T2_P215,2022-01-11,29.26
T2_C904,T2,T2_P139,2021-06-28,77.0
T2_C904,T2,T2_P187,2022-09-26,44.8
T2_C904,T2,T2_P95,2020-11-20,84.0
T2_C904,T2,T2_P133,2021-02-01,18.99
T2_C904,T2,T2_P235,2021-08-25,33.9
T2_C905,T2,T2_P72,2021-05-13,31.43
T2_C905,T2,T2_P174,2020-04-25,55.47
T2_C905,T2,T2_P167,2022-06-07,80.84
T2_C905,T2,T2_P35,2021-03-30,39.49
T2_C905,T2,T2_P211,2022-04-27,36.66
T2_C905,T2,T2_P146,2020-08-03,87.44
T2_C905,T2,T2_P188,2022-02-08,60.13
T2_C905,T2,T2_P40,2021-07-03,20.04
T2_C906,T2,T2_P257,2022-02-17,95.17
T2_C906,T2,T2_P142,2020-09-26,18.91
T2_C906,T2,T2_P158,2020-11-19,74.53
T2_C906,T2,T2_P46,2021-10-12,89.37
T2_C906,T2,T2_P222,2021-10-11,69.63
T2_C906,T2,T2_P213,2021-07-19,80.14
T2_C906,T2,T2_P132,2021-04-05,56.71
T2_C906,T2,T2_P148,2021-03-09,12.75
T2_C906,T2,T2_P73,2020-10-25,2.55
T2_C906,T2,T2_P189,2020-04-28,96.51
T2_C906,T2,T2_P133,2020-11-09,7.6
T2_C906,T2,T2_P300,2022-05-22,48.46
T2_C906,T2,T2_P278,2022-06-04,85.85
T2_C906,T2,T2_P62,2021-07-21,29.84
T2_C906,T2,T2_P165,2022-05-01,73.35
T2_C907,T2,T2_P201,2020-01-13,15.62
T2_C907,T2,T2_P219,2022-05-26,83.03
T2_C907,T2,T2_P211,2020-09-02,4.71
T2_C907,T2,T2_P114,2022-08-15,53.22
T2_C907,T2,T2_P288,2022-01-30,85.15
T2_C907,T2,T2_P188,2022-02-26,30.45
T2_C908,T2,T2_P30,2021-01-25,20.32
T2_C908,T2,T2_P187,2020-02-08,27.13
T2_C908,T2,T2_P154,2022-03-26,50.33
T2_C908,T2,T2_P82,2020-03-20,7.5
T2_C908,T2,T2_P188,2020-01-02,88.59
T2_C908,T2,T2_P135,2021-02-21,40.75
T2_C909,T2,T2_P30,2020-07-31,29.28
T2_C909,T2,T2_P163,2021-08-20,58.4
T2_C909,T2,T2_P87,2022-08-02,41.1
T2_C909,T2,T2_P187,2020-08-04,36.01
T2_C909,T2,T2_P102,2020-07-08,72.61
T2_C909,T2,T2_P223,2022-05-11,27.6
T2_C909,T2,T2_P12,2021-12-26,98.64
T2_C909,T2,T2_P127,2021-09-14,59.68
T2_C909,T2,T2_P154,2020-06-10,71.61
T2_C909,T2,T2_P82,2020-03-20,7.24
T2_C909,T2,T2_P188,2020-09-12,36.58
T2_C909,T2,T2_P135,2020-10-27,9.65
T2_C910,T2,T2_P257,2020-06-09,98.54
T2_C910,T2,T2_P222,2020-03-02,33.31
T2_C910,T2,T2_P213,2020-06-06,39.19
T2_C910,T2,T2_P132,2022-05-07,67.06
T2_C910,T2,T2_P148,2022-05-24,46.62
T2_C910,T2,T2_P73,2022-08-07,84.63
T2_C910,T2,T2_P189,2020-02-23,27.88
T2_C910,T2,T2_P133,2020-08-04,82.07
T2_C910,T2,T2_P300,2022-01-06,73.0
T2_C910,T2,T2_P278,2020-03-21,80.77
T2_C910,T2,T2_P62,2020-04-01,40.37
T2_C910,T2,T2_P165,2022-07-24,41.42
T2_C911,T2,T2_P257,2021-08-11,74.45
T2_C911,T2,T2_P132,2021-03-05,3.11
T2_C911,T2,T2_P189,2021-12-21,13.78
T2_C911,T2,T2_P133,2021-05-04,26.44
T2_C911,T2,T2_P300,2022-08-26,25.72
T2_C911,T2,T2_P62,2022-09-18,86.03
T2_C912,T2,T2_P188,2022-01-23,23.45
T2_C912,T2,T2_P201,2021-12-18,44.51
T2_C912,T2,T2_P219,2021-02-14,92.13
T2_C912,T2,T2_P288,2020-12-27,13.46
T2_C913,T2,T2_P257,2021-01-15,76.98
T2_C913,T2,T2_P142,2021-01-06,77.94
T2_C913,T2,T2_P158,2022-09-21,34.69
T2_C913,T2,T2_P222,2022-01-29,43.23
T2_C913,T2,T2_P213,2020-06-05,49.33
T2_C913,T2,T2_P132,2020-02-05,4.05
T2_C913,T2,T2_P148,2022-07-13,69.26
T2_C913,T2,T2_P73,2022-03-21,63.78
T2_C913,T2,T2_P189,2022-07-25,40.78
T2_C913,T2,T2_P133,2020-12-26,53.69
T2_C913,T2,T2_P300,2022-08-16,46.9
T2_C913,T2,T2_P278,2021-09-25,28.56
T2_C913,T2,T2_P62,2020-02-09,23.79
T2_C913,T2,T2_P165,2021-10-18,52.87
T2_C914,T2,T2_P72,2022-04-25,21.29
T2_C914,T2,T2_P174,2021-12-03,17.49
T2_C914,T2,T2_P167,2021-01-08,8.85
T2_C914,T2,T2_P35,2020-07-26,21.18
T2_C914,T2,T2_P211,2020-11-22,32.85
T2_C914,T2,T2_P146,2021-08-13,77.33
T2_C914,T2,T2_P76,2020-11-25,22.37
T2_C914,T2,T2_P256,2022-03-24,4.57
T2_C914,T2,T2_P8,2021-03-23,83.31
T2_C914,T2,T2_P188,2021-06-18,74.23
T2_C914,T2,T2_P123,2020-04-25,6.12
T2_C914,T2,T2_P40,2020-02-28,63.52
T2_C915,T2,T2_P32,2022-02-06,91.18
T2_C915,T2,T2_P87,2020-11-05,61.65
T2_C915,T2,T2_P89,2022-05-02,20.15
T2_C915,T2,T2_P169,2020-05-30,57.78
T2_C915,T2,T2_P147,2021-09-28,5.01
T2_C915,T2,T2_P293,2020-07-27,23.37
T2_C916,T2,T2_P72,2020-08-17,13.53
T2_C916,T2,T2_P174,2021-02-25,84.61
T2_C916,T2,T2_P167,2021-06-07,77.27
T2_C916,T2,T2_P35,2022-04-30,80.57
T2_C916,T2,T2_P211,2022-08-27,15.56
T2_C916,T2,T2_P146,2020-10-28,86.83
T2_C916,T2,T2_P76,2020-05-03,83.74
T2_C916,T2,T2_P256,2020-01-04,78.63
T2_C916,T2,T2_P188,2022-04-11,7.56
T2_C916,T2,T2_P123,2022-01-19,80.8
T2_C916,T2,T2_P40,2022-02-27,88.38
T2_C917,T2,T2_P30,2022-01-27,35.49
T2_C917,T2,T2_P163,2020-10-05,18.65
T2_C917,T2,T2_P87,2022-09-06,66.72
T2_C917,T2,T2_P187,2020-09-11,1.37
T2_C917,T2,T2_P102,2021-02-07,10.08
T2_C917,T2,T2_P223,2021-03-10,52.9
T2_C917,T2,T2_P12,2020-03-01,10.64
T2_C917,T2,T2_P127,2022-05-31,53.96
T2_C917,T2,T2_P154,2021-04-12,87.25
T2_C917,T2,T2_P82,2020-06-14,99.69
T2_C917,T2,T2_P188,2022-01-21,92.13
T2_C917,T2,T2_P135,2022-09-03,64.14
T2_C918,T2,T2_P41,2021-10-18,90.58
T2_C918,T2,T2_P174,2020-06-24,29.41
T2_C918,T2,T2_P198,2022-08-18,37.37
T2_C918,T2,T2_P258,2020-01-28,97.01
T2_C918,T2,T2_P114,2021-11-22,95.31
T2_C918,T2,T2_P123,2022-06-21,70.85
T2_C918,T2,T2_P235,2021-03-10,90.42
T2_C918,T2,T2_P231,2020-05-24,34.05
T2_C918,T2,T2_P88,2020-06-01,64.71
T2_C918,T2,T2_P218,2021-04-04,47.08
T2_C919,T2,T2_P215,2020-07-29,94.31
T2_C919,T2,T2_P139,2021-03-22,87.07
T2_C919,T2,T2_P187,2022-06-01,54.88
T2_C919,T2,T2_P160,2021-08-27,96.64
T2_C919,T2,T2_P277,2022-05-26,18.07
T2_C919,T2,T2_P95,2022-01-31,74.31
T2_C919,T2,T2_P297,2022-02-22,98.36
T2_C919,T2,T2_P133,2021-04-13,29.6
T2_C919,T2,T2_P235,2021-09-14,78.0
T2_C919,T2,T2_P254,2021-02-20,58.97
T2_C920,T2,T2_P257,2021-06-20,75.96
T2_C920,T2,T2_P189,2021-08-14,59.27
T2_C920,T2,T2_P133,2021-02-12,53.27
T2_C920,T2,T2_P132,2020-10-16,58.72
T2_C921,T2,T2_P198,2020-01-14,72.93
T2_C921,T2,T2_P88,2021-09-22,36.43
T2_C921,T2,T2_P174,2021-10-09,87.37
T2_C922,T2,T2_P257,2020-11-26,20.68
T2_C922,T2,T2_P132,2020-08-30,26.92
T2_C922,T2,T2_P189,2020-12-16,70.21
T2_C922,T2,T2_P133,2022-07-20,52.52
T2_C922,T2,T2_P300,2021-07-18,27.64
T2_C922,T2,T2_P62,2022-09-27,14.14
T2_C923,T2,T2_P257,2022-05-20,15.61
T2_C923,T2,T2_P142,2020-09-16,62.52
T2_C923,T2,T2_P222,2020-10-17,79.54
T2_C923,T2,T2_P213,2022-05-01,97.04
T2_C923,T2,T2_P132,2020-06-22,9.12
T2_C923,T2,T2_P148,2021-07-10,93.42
T2_C923,T2,T2_P73,2020-12-08,63.97
T2_C923,T2,T2_P189,2020-07-31,81.49
T2_C923,T2,T2_P133,2020-01-14,19.4
T2_C923,T2,T2_P300,2021-11-08,83.59
T2_C923,T2,T2_P278,2021-01-07,61.28
T2_C923,T2,T2_P62,2020-09-27,34.81
T2_C923,T2,T2_P165,2020-08-23,42.69
T2_C924,T2,T2_P30,2021-09-24,28.72
T2_C924,T2,T2_P187,2021-12-21,77.03
T2_C924,T2,T2_P154,2020-05-24,31.85
T2_C924,T2,T2_P188,2021-10-10,92.97
T2_C924,T2,T2_P135,2020-01-07,15.87
T2_C925,T2,T2_P257,2020-09-09,23.83
T2_C925,T2,T2_P77,2021-01-24,57.41
T2_C925,T2,T2_P11,2022-06-18,30.21
T2_C925,T2,T2_P259,2022-09-17,39.56
T2_C926,T2,T2_P257,2020-10-19,65.18
T2_C926,T2,T2_P222,2020-09-24,77.25
T2_C926,T2,T2_P132,2020-03-20,40.69
T2_C926,T2,T2_P189,2021-03-29,29.0
T2_C926,T2,T2_P133,2022-08-21,96.7
T2_C926,T2,T2_P300,2020-07-20,85.24
T2_C926,T2,T2_P62,2022-04-21,28.43
T2_C927,T2,T2_P257,2020-11-19,99.68
T2_C927,T2,T2_P172,2020-03-27,75.12
T2_C927,T2,T2_P138,2020-04-01,89.39
T2_C927,T2,T2_P213,2021-11-30,58.15
T2_C927,T2,T2_P11,2020-07-25,46.28
T2_C927,T2,T2_P265,2022-02-25,84.72
T2_C927,T2,T2_P84,2022-02-13,77.12
T2_C927,T2,T2_P259,2020-01-12,97.07
